within_threshold,final_distance,convergence,perturbation,retcode
false,1.9589023303287183,true,"[-0.8992503821119686, -0.5286515155710113, -5.979899494829732]",Success
false,2.230306316475644,false,"[-0.8992503821119686, -0.5286515155710113, -5.879396982266918]",Success
false,2.245067359444432,false,"[-0.8992503821119686, -0.5286515155710113, -5.778894469704104]",Success
false,1.8814348533893974,true,"[-0.8992503821119686, -0.5286515155710113, -5.67839195714129]",Success
false,1.794400927167432,true,"[-0.8992503821119686, -0.5286515155710113, -5.577889444578476]",Success
false,1.8908314578644922,true,"[-0.8992503821119686, -0.5286515155710113, -5.477386932015662]",Success
false,1.932035749731421,true,"[-0.8992503821119686, -0.5286515155710113, -5.376884419452848]",Success
false,1.8983280096893123,true,"[-0.8992503821119686, -0.5286515155710113, -5.276381906890034]",Success
false,1.812321054611001,true,"[-0.8992503821119686, -0.5286515155710113, -5.17587939432722]",Success
false,1.8073296353807826,true,"[-0.8992503821119686, -0.5286515155710113, -5.075376881764406]",Success
false,2.1565419845007807,false,"[-0.8992503821119686, -0.5286515155710113, -4.974874369201591]",Success
false,2.1791872778694166,false,"[-0.8992503821119686, -0.5286515155710113, -4.874371856638777]",Success
false,1.8511941270835295,false,"[-0.8992503821119686, -0.5286515155710113, -4.773869344075963]",Success
true,1.4160124585131638e-8,true,"[-0.8992503821119686, -0.5286515155710113, -4.673366831513149]",Terminated
true,4.08785400956674e-8,true,"[-0.8992503821119686, -0.5286515155710113, -4.572864318950335]",Terminated
true,1.725475019623064e-8,true,"[-0.8992503821119686, -0.5286515155710113, -4.472361806387521]",Terminated
true,1.5439226139472597e-7,true,"[-0.8992503821119686, -0.5286515155710113, -4.3718592938247065]",Terminated
true,2.1245994751832683e-8,true,"[-0.8992503821119686, -0.5286515155710113, -4.271356781261892]",Terminated
true,4.0801369176520916e-8,true,"[-0.8992503821119686, -0.5286515155710113, -4.170854268699078]",Terminated
false,1.790007444914313,false,"[-0.8992503821119686, -0.5286515155710113, -4.070351756136264]",Success
false,2.2097162531395607,false,"[-0.8992503821119686, -0.5286515155710113, -3.9698492435734507]",Success
false,1.86006566483388,true,"[-0.8992503821119686, -0.5286515155710113, -3.8693467310106366]",Success
false,1.7946979980769664,true,"[-0.8992503821119686, -0.5286515155710113, -3.7688442184478226]",Success
false,1.9789508885991547,false,"[-0.8992503821119686, -0.5286515155710113, -3.6683417058850085]",Success
false,2.1625166175469586,false,"[-0.8992503821119686, -0.5286515155710113, -3.5678391933221945]",Success
false,2.2686508775080543,false,"[-0.8992503821119686, -0.5286515155710113, -3.4673366807593804]",Success
false,2.2797253660724435,false,"[-0.8992503821119686, -0.5286515155710113, -3.3668341681965663]",Success
false,2.260617546497033,false,"[-0.8992503821119686, -0.5286515155710113, -3.2663316556337523]",Success
false,2.264350977538531,false,"[-0.8992503821119686, -0.5286515155710113, -3.165829143070938]",Success
false,2.2824024936468335,false,"[-0.8992503821119686, -0.5286515155710113, -3.065326630508124]",Success
false,2.266940554630771,false,"[-0.8992503821119686, -0.5286515155710113, -2.96482411794531]",Success
false,2.1828488772007075,true,"[-0.8992503821119686, -0.5286515155710113, -2.864321605382496]",Success
false,2.0391029977222077,false,"[-0.8992503821119686, -0.5286515155710113, -2.763819092819682]",Success
false,1.8361658859130339,false,"[-0.8992503821119686, -0.5286515155710113, -2.663316580256868]",Success
false,1.8896393659139787,false,"[-0.8992503821119686, -0.5286515155710113, -2.562814067694054]",Success
false,2.252843945038743,true,"[-0.8992503821119686, -0.5286515155710113, -2.4623115551312393]",Success
false,2.283494225645606,true,"[-0.8992503821119686, -0.5286515155710113, -2.3618090425684253]",Success
true,1.2452064902459857e-8,true,"[-0.8992503821119686, -0.5286515155710113, -2.261306530005611]",Terminated
true,1.803645241078907e-8,true,"[-0.8992503821119686, -0.5286515155710113, -2.160804017442797]",Terminated
true,1.30247418344444e-8,true,"[-0.8992503821119686, -0.5286515155710113, -2.060301504879983]",Terminated
true,1.1615864150842512e-8,true,"[-0.8992503821119686, -0.5286515155710113, -1.9597989923171693]",Terminated
true,1.885829961132813e-9,true,"[-0.8992503821119686, -0.5286515155710113, -1.8592964797543552]",Terminated
true,1.7640439204198275e-8,true,"[-0.8992503821119686, -0.5286515155710113, -1.7587939671915411]",Terminated
